Customer Name,State,Product,Units Sold,Unit Price,Total Sale,Sale Date,Sales Channel,Order ID,price_per_unit,total_value,revenue_category,year,month,day
Shelia Wallace,Bauchi,Monitor,11.0,280903.26,3089935.86,2023-11-14,Online,3d131a3d-1e2c-4e7d-902c-f0ee224a66a6,280903.26,3089935.8600000003,High,2023,11,14
Stephanie Williams,Sokoto,Keyboard,33.0,266767.88,8803340.04,2024-05-11,Direct,,266767.88,8803340.040000001,High,2024,5,11
Elaine Brooks,Anambra,Tablet,47.0,72579.56,3411239.32,2024-10-31,Retail,5f90fc87-2edc-417e-9df0-5d184e2d6255,72579.56,3411239.32,High,2024,10,31
Joseph Knight,Enugu,Monitor,47.0,155703.69921212122,7318073.862969697,2025-02-04,Retail,63725424-82c5-4b21-a430-12dab1850eb8,155703.69921212122,7318073.862969697,High,2025,2,4
Carolyn Miller,Sokoto,Phone,47.0,20653.63,970720.6100000001,2025-04-25,Direct,93267d25-234b-4562-98af-5cca6b11b7cb,20653.63,970720.6100000001,High,2025,4,25
,Delta,KEYBOARD,47.0,178386.27,8384154.6899999995,2024-02-28,,7c966b55-2f8d-4ded-ac4c-450b623ad0fc,178386.27,8384154.6899999995,High,2024,2,28
Lisa Allen,Anambra,Laptop,47.0,134209.1,6307827.7,2024-10-14,,eb4e2281-b184-41fc-8991-b01aa2b03c4b,134209.1,6307827.7,High,2024,10,14
Briana Murray,Benue,Charger,16.0,201771.08,3228337.28,2024-03-28,Direct,2c591da8-fff9-4acf-ae42-05eea52fc3ec,201771.08,3228337.28,High,2024,3,28
David Smith,oyo,Tablet,47.0,261727.62,12301198.14,2024-08-08,Direct,49f1137d-7d59-4e19-aab7-b2ef8e0ec033,261727.62,12301198.14,High,2024,8,8
Stephanie Byrd,Borno,Charger,47.0,73797.88,3468500.3600000003,2025-04-14,Direct,d78c57d3-5088-40d3-afe5-b14023ea7956,73797.88,3468500.3600000003,High,2025,4,14
Jeremy Reed,Ekiti,Laptop,59.0,13748.9,811185.1,2024-08-09,Direct,dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,13748.9,811185.1,High,2024,8,9
Margaret Coleman,Sokoto,Monitor,47.0,131969.36,6202559.919999999,2024-08-27,Direct,7c0f549d-0274-4f73-b3ab-ea0d5be9fdb3,131969.36,6202559.919999999,High,2024,8,27
Ryan Gonzalez,Kano,Phone,47.0,162158.06,7621428.82,2024-07-25,Direct,624a2a50-d0b1-4de0-b1f3-f0c022f3f068,162158.06,7621428.82,High,2024,7,25
John Young,Lagos,KEYBOARD,47.0,155703.69921212122,7318073.862969697,2025-01-11,Retail,a72f947d-8164-42cb-8fc3-d7d3f6bd80c7,155703.69921212122,7318073.862969697,High,2025,1,11
Laura Haney,Ekiti,Monitor,47.0,226438.52,10642610.44,2024-09-20,Online,7de1bf5d-af48-47f0-a8bd-075b7eb6581e,226438.52,10642610.44,High,2024,9,20
William Barrett,Katsina,Phone,47.0,232931.05,10947759.35,2024-02-28,,,232931.05,10947759.35,High,2024,2,28
Keith Jennings,Plateau,Camera,47.0,42470.6,1996118.2,2024-07-13,Online,71a0449d-d703-462f-b5cb-e3f56a66c184,42470.6,1996118.2,High,2024,7,13
Amber Obrien,rivers,Charger,55.0,298048.29,16392655.95,2025-04-04,Retail,90bde900-1529-46f5-aad1-1fe87d1b695e,298048.29,16392655.95,High,2025,4,4
,Kano,Keyboard,47.0,70631.37,3319674.3899999997,2023-07-23,Wholesale,38749f3c-c2d4-4b56-8bbe-d98007e67cb0,70631.37,3319674.3899999997,High,2023,7,23
Tanner Mitchell DDS,Imo,Keyboard,47.0,274960.91,12923162.77,2024-04-22,Online,398f569b-465c-42cb-885e-b4894ac66780,274960.91,12923162.77,High,2024,4,22
Heather Fields,Enugu,Phone,54.0,173045.05,9344432.7,2024-03-24,Wholesale,c7de96ea-2b0f-4e44-89e6-4c2289a0b7eb,173045.05,9344432.7,High,2024,3,24
Megan Le,Bauchi,CAMERA,47.0,173453.71,8152324.369999999,2024-12-15,Retail,c5c5ae8a-be15-4d12-90ce-77e9751303b9,173453.71,8152324.369999999,High,2024,12,15
Sara Fuller,Anambra,Tablet,47.0,231875.19,10898133.93,2023-10-04,,82c42e48-8cba-4ae5-becc-daf4c4134dc2,231875.19,10898133.93,High,2023,10,4
Maria Parker,Oyo,Headphones,47.0,155703.69921212122,7318073.862969697,2024-05-29,Wholesale,44945e09-1d3c-45a4-929d-63771cfb655f,155703.69921212122,7318073.862969697,High,2024,5,29
Kevin Oconnor,Osun,Tablet,47.0,245605.56,11543461.32,2024-10-06,Retail,fdab3441-d2c2-4960-8b09-01abc66dceb3,245605.56,11543461.32,High,2024,10,6
Edward Burgess,Kano,Keyboard,47.0,71452.76,3358279.7199999997,2024-03-05,Direct,c1bcbe59-d296-412d-8ac3-5ac45deaa737,71452.76,3358279.7199999997,High,2024,3,5
Carlos Ryan,delta,Keyboard,71.0,262939.37,18668695.27,2025-03-20,,70fd6672-b80f-46c5-828f-a16b0aa6fcb9,262939.37,18668695.27,High,2025,3,20
Kiara Mcintyre,Osun,Laptop,47.0,295715.82,13898643.540000001,2025-06-08,Direct,6cd6f011-fd61-413b-b7f2-5d368bddcee3,295715.82,13898643.540000001,High,2025,6,8
Dawn Summers,Borno,Phone,47.0,156614.69,7360890.43,2025-01-24,,a757075b-d47f-43b1-bc69-c1551a37f6bd,156614.69,7360890.43,High,2025,1,24
Dr. Paul Morgan,Kaduna,CAMERA,47.0,124361.28,5844980.16,2025-05-18,,,124361.28,5844980.16,High,2025,5,18
Victor Taylor,Ekiti,Headphones,47.0,82908.6,3896704.2,2024-12-26,Online,dff389aa-4c36-470c-bf5e-3b8cc0582da5,82908.6,3896704.2,High,2024,12,26
,Imo,Tablet,47.0,167237.08,7860142.76,2024-11-10,,4347dbca-7321-48b2-8840-405affd2f491,167237.08,7860142.76,High,2024,11,10
Shannon Ramsey,Borno,Phone,47.0,177704.3,8352102.1,2023-07-31,Online,164484a0-d115-4fff-9cb9-1d5f593c572b,177704.3,8352102.1,High,2023,7,31
Tracy Ballard,Katsina,Monitor,47.0,155703.69921212122,7318073.862969697,2024-10-16,Wholesale,1e0d02b5-fe74-42cd-9d83-ad037066e289,155703.69921212122,7318073.862969697,High,2024,10,16
Richard Smith,Bauchi,Laptop,47.0,220696.03,10372713.41,2024-07-13,,35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5,220696.03,10372713.41,High,2024,7,13
Jordan Chambers,lagos,Camera,47.0,52952.39,2488762.33,2024-02-02,Wholesale,b06b0f0c-9682-4e22-bcd4-344fcf8a368e,52952.39,2488762.33,High,2024,2,2
Lauren Carson,Imo,Laptop,47.0,203785.66,9577926.02,2024-12-01,,9c3a1e0b-b5f3-48aa-9c6d-afff59c2f153,203785.66,9577926.02,High,2024,12,1
Ashley Hall,Borno,KEYBOARD,18.0,166977.27,3005590.86,2025-03-10,Online,9dbc15c0-2a7d-457c-ad9c-5b50a1fd4187,166977.27,3005590.86,High,2025,3,10
Stephen Hoffman,Rivers,Laptop,47.0,14541.79,683464.13,2025-03-04,Direct,d0437e4c-34e5-4699-88eb-e27a23a4e70e,14541.79,683464.13,High,2025,3,4
Connie Brown,Oyo,Headphones,47.0,103652.24,4871655.28,2024-10-02,,91f0647d-0f32-4333-8e31-593734fa32b6,103652.24,4871655.28,High,2024,10,2
Susan Turner,Anambra,Keyboard,47.0,193173.16,9079138.52,2024-10-01,Retail,98cbaa52-47f5-4019-8843-8de259cf0b0d,193173.16,9079138.52,High,2024,10,1
Charles Shah,Rivers,Tablet,47.0,114655.81,5388823.07,2024-01-03,Direct,fa9fc10e-52da-4681-ab1a-c76c89ecbc51,114655.81,5388823.07,High,2024,1,3
Johnathan Davis,Rivers,Tablet,47.0,157576.69,7406104.43,2025-01-21,Online,929ecc92-4a11-4e44-8aea-1b8fb43cde0a,157576.69,7406104.43,High,2025,1,21
Brandy Chavez,Imo,Monitor,24.0,155703.69921212122,3736888.7810909096,2023-08-19,Retail,,155703.69921212122,3736888.7810909096,High,2023,8,19
,oyo,Keyboard,47.0,209044.37,9825085.39,2024-10-06,Wholesale,83b0b35c-dba6-4df8-b3d0-4ffb44709848,209044.37,9825085.39,High,2024,10,6
Natalie Bautista,Anambra,KEYBOARD,47.0,122773.62,5770360.14,2024-07-18,Online,d0afb235-ade6-4f51-a670-93a0fc48f615,122773.62,5770360.14,High,2024,7,18
Patrick Moore,Borno,Camera,47.0,90316.6,4244880.2,2023-11-20,Direct,c0062b5b-f678-49b2-a2b5-f4571860ad28,90316.6,4244880.2,High,2023,11,20
Brett Burns,Katsina,Keyboard,26.0,55571.75,1444865.5,2024-08-21,Wholesale,0f2d5c15-eb34-4d3a-a95e-5ea9c9230c64,55571.75,1444865.5,High,2024,8,21
Trevor Johnson,Enugu,Headphones,26.0,161609.52,4201847.52,2024-11-10,Wholesale,a7e8d18e-ddf6-44ac-86fe-acd4fe1393cd,161609.52,4201847.52,High,2024,11,10
Jeremy Sampson,Sokoto,Monitor,47.0,72669.97,3415488.59,2025-01-21,Online,21f8072d-ddb7-470e-b390-b059207bbe21,72669.97,3415488.59,High,2025,1,21
Ariana Jennings,Enugu,Camera,47.0,67990.69,3195562.43,2024-11-03,Direct,5274ee11-b61d-4906-a570-35db3fead90a,67990.69,3195562.43,High,2024,11,3
Vanessa Howard,Anambra,Headphones,47.0,257333.6,12094679.200000001,2025-03-03,Online,d7f34368-c2ef-4ecb-bf5f-bf4fd4176230,257333.6,12094679.200000001,High,2025,3,3
Colton Martinez,Bauchi,Laptop,33.0,43733.35,1443200.55,2025-04-24,Retail,24655c39-7d4d-4add-a488-0945ad1db537,43733.35,1443200.55,High,2025,4,24
Jordan Bates,cross river,TABLET,47.0,155703.69921212122,7318073.862969697,2024-05-01,Retail,a0b85755-44ca-45a2-a1e5-18a293d228d4,155703.69921212122,7318073.862969697,High,2024,5,1
Linda Smith,Anambra,Monitor,47.0,139176.04,6541273.880000001,2023-11-02,,135508d0-73b5-4ad5-a00b-4b356a0aa7d5,139176.04,6541273.880000001,High,2023,11,2
Dana Martinez,Abuja,Charger,46.0,17758.37,816885.02,2025-04-09,Wholesale,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,17758.37,816885.0199999999,High,2025,4,9
Andrea Hubbard,Kano,Tablet,47.0,124096.91,5832554.7700000005,2024-12-20,,bff30c8d-83ff-4e96-a721-3a7017d50f59,124096.91,5832554.7700000005,High,2024,12,20
,Niger,Phone,35.0,125244.11,4383543.85,2024-01-15,Direct,,125244.11,4383543.85,High,2024,1,15
Daniel Kane,Anambra,Tablet,47.0,159232.55,7483929.85,2023-08-04,Retail,e097dedb-efb3-4939-b1d8-18874739cc7b,159232.55,7483929.85,High,2023,8,4
Charles Lester,Abuja,Tablet,47.0,116831.51,5491080.97,2024-09-27,,7cf07bb3-f343-49eb-b466-ef025e7b72c8,116831.51,5491080.97,High,2024,9,27
Scott Thomas,Lagos,Keyboard,47.0,76871.2,3612946.4,2025-01-05,Retail,de70bd30-00a2-4367-94fb-09f053c93ae7,76871.2,3612946.4,High,2025,1,5
David Thompson,Sokoto,HEADPHONES,44.0,99413.77,4374205.88,2023-10-04,Retail,17d821b8-bb93-4d40-98df-f535c62dbaea,99413.77,4374205.88,High,2023,10,4
Allison Smith,oyo,Keyboard,47.0,24181.59,1136534.73,2023-12-06,Retail,a284e8fd-755c-4e2a-b8de-d777bb1e5ae8,24181.59,1136534.73,High,2023,12,6
Cynthia Morris,Anambra,Keyboard,47.0,155703.69921212122,7318073.862969697,2023-07-25,Online,d9a09007-5bb4-4c18-b281-87c4aa055442,155703.69921212122,7318073.862969697,High,2023,7,25
Anthony Harmon,Kaduna,Charger,47.0,135211.15,6354924.05,2024-06-17,,65d0b517-88d0-4abd-8bb1-8c791036708d,135211.15,6354924.05,High,2024,6,17
Nichole Alvarez,Ekiti,Charger,47.0,111637.71,5246972.37,2024-03-10,Wholesale,d3293724-6dfd-471a-b7d7-465d37c3b3c9,111637.71,5246972.37,High,2024,3,10
Kayla Rodriguez,Imo,Monitor,55.0,160922.84,8850756.2,2024-05-31,,52a74a41-44be-4486-bea5-a387363be5cb,160922.84,8850756.2,High,2024,5,31
Theresa Williams,Niger,Keyboard,47.0,248907.18,11698637.459999999,2023-11-05,Wholesale,8c1c8b05-5677-4f36-8899-8e5fd40e53ce,248907.18,11698637.459999999,High,2023,11,5
Sharon Boyd,Imo,Charger,47.0,15935.22,748955.34,2024-05-26,,da385db5-90ee-4067-a16e-9fe593f37596,15935.22,748955.34,High,2024,5,26
Victor Brown,Lagos,CAMERA,47.0,113461.81,5332705.07,2024-12-28,,e4e751de-57ff-41d9-89ce-44bd7c3f1add,113461.81,5332705.07,High,2024,12,28
,Rivers,Camera,14.0,181688.35,2543636.9,2023-12-16,Retail,0bc2ea72-0c64-4ca2-8323-1466aebbb90e,181688.35,2543636.9,High,2023,12,16
James Parks,kano,Monitor,47.0,12344.49,580191.03,2024-05-24,Wholesale,,12344.49,580191.03,High,2024,5,24
Theodore Jones Jr.,Oyo,Camera,47.0,22298.91,1048048.77,2024-08-03,Wholesale,d6321d31-c8ac-4fcf-a04d-4d14197dbae1,22298.91,1048048.77,High,2024,8,3
Ana Hill,Imo,Monitor,47.0,155703.69921212122,7318073.862969697,2025-03-03,Wholesale,edef5003-1fce-41e3-842b-03ca75a72686,155703.69921212122,7318073.862969697,High,2025,3,3
Kimberly Nguyen,Abuja,Phone,47.0,241492.86,11350164.42,2024-10-27,,74de5f70-70f8-4dba-a871-9b9bdb8f0e32,241492.86,11350164.42,High,2024,10,27
Kerry Chavez DDS,Osun,Charger,47.0,176481.31,8294621.57,2025-06-24,Wholesale,6d84414d-f541-41ea-bde9-1c42002c4c22,176481.31,8294621.57,High,2025,6,24
Michael Farrell,Plateau,Keyboard,47.0,201599.43,9475173.209999999,2024-07-11,,e8cee951-b047-4ea4-bee5-ce6933cb202e,201599.43,9475173.209999999,High,2024,7,11
Patricia Le,Imo,MONITOR,58.0,65496.45,3798794.1,2025-05-18,Online,4d470ed6-a666-4769-a1d4-6f8221c50e41,65496.45,3798794.0999999996,High,2025,5,18
Jesse Perez,Oyo,Monitor,47.0,63062.28,2963927.16,2025-04-29,Retail,e0688849-eec7-4a30-9fda-35b228b2bf21,63062.28,2963927.16,High,2025,4,29
Jesse Perry,Niger,Headphones,47.0,272156.33,12791347.510000002,2025-02-01,Direct,5c457e4d-a793-43b8-97e5-2113462623be,272156.33,12791347.510000002,High,2025,2,1
Jeffery Ortega,oyo,Keyboard,47.0,91304.81,4291326.07,2025-01-25,Online,aa1d3fc6-5f31-473d-9519-830c40198303,91304.81,4291326.07,High,2025,1,25
Christian Leblanc,Abuja,Phone,8.0,272743.75,2181950.0,2023-08-28,Wholesale,0d41ee47-2a5f-4a18-a61f-0b96e75f745a,272743.75,2181950.0,High,2023,8,28
Ronald Davis,Borno,Headphones,47.0,63936.43,3005012.21,2025-01-09,Retail,b9da5f8c-4e35-4a80-a027-9a186576a410,63936.43,3005012.21,High,2025,1,9
,Osun,Charger,47.0,155703.69921212122,7318073.862969697,2023-10-26,Retail,6de21429-3bf0-49c1-8156-e501b30e96e8,155703.69921212122,7318073.862969697,High,2023,10,26
Parker Cain,Abuja,Laptop,47.0,57412.1,2698368.6999999997,2024-08-16,Retail,185df528-b425-4e19-9758-d47ea7cde143,57412.1,2698368.6999999997,High,2024,8,16
Laurie Hoffman,Osun,KEYBOARD,87.0,222571.82,19363748.34,2023-12-19,Retail,,222571.82,19363748.34,High,2023,12,19
Bryan Gomez,Enugu,Laptop,4.0,224190.33,896761.32,2024-09-18,Wholesale,13f3cade-7a10-413f-b6a2-c52b00473139,224190.33,896761.32,High,2024,9,18
Nicole Parrish,Delta,Keyboard,47.0,226422.06,10641836.82,2024-03-19,Retail,84fa4c72-39e7-44f1-97fb-613a21f89d06,226422.06,10641836.82,High,2024,3,19
Tracy Burke,Rivers,Phone,57.0,274375.17,15639384.69,2024-12-06,Direct,02106371-0260-4123-b1ef-e72aae13591e,274375.17,15639384.69,High,2024,12,6
Kenneth Lewis,osun,Headphones,17.0,208840.07,3550281.19,2024-07-16,Direct,1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee,208840.07,3550281.19,High,2024,7,16
Courtney Rodriguez,Imo,Monitor,47.0,211278.69,9930098.43,2024-08-22,Retail,b1ac040d-6c1c-4405-9c3f-42e0fcf7b842,211278.69,9930098.43,High,2024,8,22
Holly Farmer,Niger,Headphones,47.0,119291.3,5606691.100000001,2024-04-28,,3a9c4308-1221-4ddf-ba4a-902f21d63b0f,119291.3,5606691.100000001,High,2024,4,28
Renee Bruce,Katsina,Laptop,47.0,72179.62,3392442.1399999997,2024-03-10,Wholesale,ce532ffd-bb13-4f02-96de-66c96210def6,72179.62,3392442.1399999997,High,2024,3,10
Sabrina Austin,Oyo,KEYBOARD,47.0,155703.69921212122,7318073.862969697,2023-11-22,Direct,5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,155703.69921212122,7318073.862969697,High,2023,11,22
Allison Hickman,Delta,Tablet,47.0,96823.7,4550713.899999999,2024-07-02,Direct,61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,96823.7,4550713.899999999,High,2024,7,2
Debra White,Kaduna,Charger,47.0,85276.23,4007982.8099999996,2025-06-18,Direct,dfdf0e05-c0ce-431b-9038-e153c601818b,85276.23,4007982.8099999996,High,2025,6,18
,Kaduna,Monitor,47.0,140142.01,6586674.470000001,2024-08-28,Online,ad58db1b-fe31-437a-a43e-558c2215df00,140142.01,6586674.470000001,High,2024,8,28
Ellen Morgan,Niger,Laptop,98.0,194792.04,19089619.92,2024-04-01,Online,9033da65-87cf-43fd-9183-6c4f249204c7,194792.04,19089619.92,High,2024,4,1
Sergio Knight,lagos,Charger,74.0,92872.47,6872562.78,2024-09-07,Direct,2a038ad4-a667-4982-9c3d-e1b0022b6683,92872.47,6872562.78,High,2024,9,7
Charles Schultz,Kaduna,Monitor,47.0,108213.56,5086037.32,2024-04-11,,,108213.56,5086037.32,High,2024,4,11
Paul Lewis,Sokoto,Charger,47.0,264902.18,12450402.459999999,2024-12-16,Wholesale,368acd40-b8f1-4e3c-99e7-703a70aa5b0d,264902.18,12450402.459999999,High,2024,12,16
Glen Wood,Niger,KEYBOARD,47.0,140068.22,6583206.34,2025-03-01,Wholesale,eb7e2e64-26c0-447e-bf8e-8bfaa0c9da72,140068.22,6583206.34,High,2025,3,1
Paula Bradley,Delta,Phone,32.0,240943.58,7710194.56,2025-05-14,Direct,714011a1-afc2-4cfc-9db7-284b6965d1d1,240943.58,7710194.56,High,2025,5,14
Anthony Moore,Anambra,Laptop,47.0,155703.69921212122,7318073.862969697,2025-01-20,Direct,e5871d89-1631-4fc6-b79d-58f9dc268108,155703.69921212122,7318073.862969697,High,2025,1,20
Megan Nelson,Kaduna,Camera,47.0,216862.87,10192554.89,2024-12-20,Wholesale,1f873b46-c0a0-473a-a3d7-e6a119b814fc,216862.87,10192554.89,High,2024,12,20
Karla Ramos,Rivers,Tablet,47.0,228607.88,10744570.36,2024-11-21,,59fe3d53-624f-4a4b-bae1-e13796ee50e5,228607.88,10744570.36,High,2024,11,21
Paul Wilson,Benue,Camera,72.0,96409.87,6941510.64,2025-03-26,Online,ca840003-5083-4fef-adec-6bbdf69777a1,96409.87,6941510.64,High,2025,3,26
Douglas Gregory,abuja,Laptop,47.0,61336.68,2882823.96,2024-12-30,Online,a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,61336.68,2882823.96,High,2024,12,30
Mr. Andrew Foster,Cross River,Monitor,47.0,94220.14,4428346.58,2024-02-01,Direct,99db1302-8dab-46d3-bf87-dfc2159152f2,94220.14,4428346.58,High,2024,2,1
,Delta,LAPTOP,47.0,14191.78,667013.66,2024-10-26,Wholesale,48f091f0-9b8b-48ae-b89f-3a92999a1d86,14191.78,667013.66,High,2024,10,26
Aimee Turner,Enugu,Laptop,47.0,259293.41,12186790.27,2024-07-21,Online,06ddf6ca-b0c3-4a59-b0f7-ad22c76a8e0f,259293.41,12186790.27,High,2024,7,21
Chad Scott,Ekiti,Keyboard,63.0,222505.09,14017820.67,2023-12-07,,e03635fc-a88d-4108-98d9-94b8d90f74e9,222505.09,14017820.67,High,2023,12,7
Adam Burgess,Osun,Headphones,16.0,5357.86,85725.76,2024-01-18,Direct,9b5f8f39-848b-44f0-b498-17354d38e415,5357.86,85725.76,Medium,2024,1,18
James Padilla,Borno,Tablet,47.0,155703.69921212122,7318073.862969697,2024-02-12,Retail,,155703.69921212122,7318073.862969697,High,2024,2,12
Sandra Drake,Delta,Phone,47.0,166216.81,7812190.07,2024-09-16,Direct,6449cb6f-bf72-4e52-b04b-237082701238,166216.81,7812190.07,High,2024,9,16
Scott Williams,Delta,Phone,57.0,175417.55,9998800.35,2024-02-27,Retail,c8a738ab-0df8-4e12-a56b-61e04ba8a4ca,175417.55,9998800.35,High,2024,2,27
Thomas Atkins,lagos,Charger,47.0,216143.58,10158748.26,2024-01-01,Direct,3d4574eb-f465-4a21-8b35-097ae5dd98f1,216143.58,10158748.26,High,2024,1,1
Laura Mckinney,Enugu,PHONE,47.0,88910.09,4178774.23,2024-02-27,Wholesale,3db788a6-1cdc-44c2-a2c9-65b27eb0f62a,88910.09,4178774.23,High,2024,2,27
Brian Smith,Benue,Tablet,91.0,59259.44,5392609.04,2025-02-28,Wholesale,122dd7be-980b-481e-a359-5d1f7fe4a42e,59259.44,5392609.04,High,2025,2,28
Robert Montgomery,Sokoto,Charger,47.0,69390.58,3261357.2600000002,2024-02-20,Wholesale,0316d2d6-fa4a-48ef-a383-7348873dc8bd,69390.58,3261357.2600000002,High,2024,2,20
Tamara Davis,Anambra,Charger,47.0,171151.96,8044142.119999999,2025-01-08,Wholesale,51045a16-ef15-4b72-9c70-ee97fca45567,171151.96,8044142.119999999,High,2025,1,8
Dana Chapman,Kano,Monitor,47.0,74096.14,3482518.58,2023-12-18,,d6c6f45c-dc5e-4e78-a307-d4d121c9a15d,74096.14,3482518.58,High,2023,12,18
,Anambra,Headphones,47.0,165417.44,7774619.68,2024-12-28,,8bde005b-5d8b-4bd7-abbd-b66f91816091,165417.44,7774619.68,High,2024,12,28
Jennifer Collins,Osun,Camera,82.0,155703.69921212122,12767703.335393941,2025-01-08,Retail,78946a15-c342-41db-ac3a-acdcaed54a46,155703.69921212122,12767703.335393941,High,2025,1,8
Gary Jackson,Bauchi,Monitor,47.0,283067.63,13304178.61,2024-07-24,,12af97e4-c536-466e-bcc4-091bf45707c6,283067.63,13304178.61,High,2024,7,24
Ashley Hicks,benue,HEADPHONES,29.0,101600.5,2946414.5,2024-03-13,Direct,0387f74d-1149-4096-965d-744f0445c1a8,101600.5,2946414.5,High,2024,3,13
Hannah Luna,Imo,Headphones,26.0,229126.51,5957289.26,2024-07-17,Wholesale,ec2e2815-0a32-47d2-b73a-edf8431e930f,229126.51,5957289.26,High,2024,7,17
Robin Young,Sokoto,Headphones,47.0,146842.02,6901574.9399999995,2024-04-06,Online,,146842.02,6901574.9399999995,High,2024,4,6
Craig Morrison,Lagos,Laptop,47.0,217205.6,10208663.200000001,2024-09-18,Online,65e1b0f5-ca0e-48c4-b2dc-b12b0f7ae302,217205.6,10208663.200000001,High,2024,9,18
Mary Thompson,Rivers,Monitor,47.0,222008.43,10434396.209999999,2025-07-05,Online,b66edbf4-a0ea-4251-8957-43a281b13b80,222008.43,10434396.209999999,High,2025,7,5
Kathleen Webster,Anambra,Camera,47.0,138518.29,6510359.630000001,2025-07-05,Direct,6c6f6d2e-6a59-4043-8461-52348044beb2,138518.29,6510359.630000001,High,2025,7,5
Joann Glass,Kaduna,Keyboard,71.0,219965.28,15617534.88,2025-03-19,Online,a3fa4069-1519-4d38-a6fb-a71db3a9dcaa,219965.28,15617534.88,High,2025,3,19
Madison Weber,Plateau,Headphones,79.0,105976.76,8372164.04,2025-01-21,Online,271610c1-9db5-4283-89a3-c811895c4fde,105976.76,8372164.04,High,2025,1,21
Lori Hernandez,Anambra,CAMERA,47.0,155703.69921212122,7318073.862969697,2024-02-08,Retail,143ac1c5-4f56-4ed5-9566-9e364708203b,155703.69921212122,7318073.862969697,High,2024,2,8
Jeremy Turner,abuja,Keyboard,47.0,42417.58,1993626.26,2024-02-19,Direct,f96c9a0a-3404-402a-abc1-bb5282e4dd4a,42417.58,1993626.26,High,2024,2,19
,Rivers,Tablet,47.0,164190.63,7716959.61,2023-10-13,Direct,53a5e850-8950-4dd6-a7c6-cbb1cedd069d,164190.63,7716959.61,High,2023,10,13
Anthony Romero,Katsina,Keyboard,47.0,55622.31,2614248.57,2024-09-28,Online,c362a810-a261-4b8d-9620-bee66406face,55622.31,2614248.57,High,2024,9,28
Jesse Brown,Niger,Tablet,47.0,266864.68,12542639.959999999,2024-12-17,Direct,a4a5c736-ae59-4a52-a65b-e22bd5a386d9,266864.68,12542639.959999999,High,2024,12,17
Angela Lin,Osun,Phone,74.0,297101.9,21985540.6,2024-09-04,Retail,6fff15cc-b2dc-4c34-8f67-448e10eceb1f,297101.9,21985540.6,High,2024,9,4
Lisa Hunter,Sokoto,Keyboard,47.0,287192.45,13498045.15,2024-04-30,Retail,3d175712-d8b2-4277-b413-db19bade8d5d,287192.45,13498045.15,High,2024,4,30
Julian Conner,Niger,Tablet,83.0,157421.35,13065972.05,2025-06-05,Wholesale,ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,157421.35,13065972.05,High,2025,6,5
Joanna Pacheco,Katsina,HEADPHONES,47.0,251801.01,11834647.47,2024-05-12,Retail,,251801.01,11834647.47,High,2024,5,12
Erica Alvarez,Bauchi,Laptop,47.0,22761.96,1069812.1199999999,2025-04-06,Wholesale,9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115,22761.96,1069812.1199999999,High,2025,4,6
Antonio Garcia,rivers,Keyboard,45.0,155703.69921212122,7006666.464545455,2024-04-04,Online,aa8430f8-4f2d-4233-8e16-5b129bdc70d1,155703.69921212122,7006666.464545455,High,2024,4,4
Gwendolyn Klein,Benue,Charger,47.0,245489.78,11538019.66,2025-03-02,Wholesale,2cf72140-bd9b-4648-a876-1e85bddfa03a,245489.78,11538019.66,High,2025,3,2
Carrie Wright,Plateau,Tablet,47.0,15030.06,706412.82,2025-03-26,Wholesale,23204ff5-b538-496c-833e-02f71e93d127,15030.06,706412.82,High,2025,3,26
Jeffrey Mills,Enugu,Monitor,24.0,2411.96,57887.04,2023-11-01,Online,7f14eafa-29f0-4f7c-82e7-df89b3957a98,2411.96,57887.04,Medium,2023,11,1
Jake Campbell,Anambra,Tablet,47.0,41678.71,1958899.3699999999,2024-02-21,Wholesale,8468b74d-85e3-4de5-98c1-aad6f3f8dea4,41678.71,1958899.3699999999,High,2024,2,21
,Abuja,Keyboard,8.0,189395.14,1515161.12,2023-08-12,Retail,425e0259-b884-46d2-928f-cf68c871d7b3,189395.14,1515161.12,High,2023,8,12
George Harper,Niger,TABLET,67.0,20856.4,1397378.8,2024-02-19,Online,bff15840-207e-463f-9f32-d5d82abe1585,20856.4,1397378.8,High,2024,2,19
Maria Jones,Lagos,Camera,39.0,45733.38,1783601.82,2025-01-15,Direct,bba1aed9-44cd-4fdd-9f9b-141ec7f7bda1,45733.38,1783601.8199999998,High,2025,1,15
Michael Mitchell,Bauchi,Monitor,47.0,66006.54,3102307.38,2023-09-10,Wholesale,e65fad87-c57c-4498-9e38-f711e2ec13f4,66006.54,3102307.38,High,2023,9,10
Mary Escobar,imo,Keyboard,91.0,137074.89,12473814.99,2024-04-05,Retail,6de8370a-ce9e-4ebd-95c3-48530783e43c,137074.89,12473814.990000002,High,2024,4,5
